email,month,ai_tool,model,total_tokens,total_spend_dollars
sofia.osei@company.com,2026-05-01,GitHub Copilot,o3-mini,356638,5.84
sofia.osei@company.com,2026-06-01,Gemini,gemini-2.5-flash,483476,6.89
sofia.osei@company.com,2026-06-01,GitHub Copilot,o3-mini,301692,3.98
ashley.diallo@company.com,2026-01-01,Cursor,gpt-4o,198973,3.92
ashley.diallo@company.com,2026-02-01,Cursor,claude-opus-4-1,487273,9.91
ashley.diallo@company.com,2026-03-01,Cursor,gpt-4o,711815,16.21
ashley.diallo@company.com,2026-04-01,Cursor,claude-opus-4-1,699720,14.16
ashley.diallo@company.com,2026-05-01,Cursor,gpt-4o,353414,7.57
ashley.diallo@company.com,2026-06-01,Cursor,gpt-4o,265646,5.26
anthony.singh@company.com,2026-01-01,ChatGPT Enterprise,gpt-4.1,507933,11.61
anthony.singh@company.com,2026-01-01,Gemini,gemini-2.5-pro,297313,3.64
anthony.singh@company.com,2026-02-01,ChatGPT Enterprise,gpt-4.1,413510,9.49
anthony.singh@company.com,2026-02-01,Gemini,gemini-2.5-flash,587250,8.91
anthony.singh@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,631743,12.58
anthony.singh@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,410005,9.56
anthony.singh@company.com,2026-06-01,ChatGPT Enterprise,gpt-4o,478764,12.1
diane.baker@company.com,2026-01-01,Gemini,gemini-2.5-flash,232574,3.07
diane.baker@company.com,2026-02-01,ChatGPT Enterprise,gpt-4.1,604301,11.98
diane.baker@company.com,2026-03-01,ChatGPT Enterprise,o3,607063,13.22
diane.baker@company.com,2026-03-01,Gemini,gemini-2.5-flash,357490,5.68
diane.baker@company.com,2026-04-01,ChatGPT Enterprise,o3,420874,9.62
diane.baker@company.com,2026-04-01,Gemini,gemini-2.5-flash,195653,2.58
diane.baker@company.com,2026-05-01,ChatGPT Enterprise,gpt-4o,412234,8.91
diane.baker@company.com,2026-05-01,Gemini,gemini-2.5-flash,464641,6.55
diane.baker@company.com,2026-06-01,Gemini,gemini-2.5-pro,471754,6.98
helen.king@company.com,2026-01-01,ChatGPT Enterprise,o3,640669,13.22
helen.king@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,460952,9.95
helen.king@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,314958,6.44
helen.king@company.com,2026-05-01,ChatGPT Enterprise,gpt-4.1,562112,13.51
helen.king@company.com,2026-06-01,ChatGPT Enterprise,gpt-4.1,310420,6.19
ashley.harris@company.com,2026-02-01,Claude,claude-opus-4-1,421602,9.43
ashley.harris@company.com,2026-03-01,ChatGPT Enterprise,gpt-4o,724583,13.66
ashley.harris@company.com,2026-03-01,Claude,claude-opus-4-1,838868,18.74
ashley.harris@company.com,2026-04-01,ChatGPT Enterprise,gpt-4o,476157,9.59
ashley.harris@company.com,2026-04-01,Claude,claude-opus-4-1,466645,12.87
ashley.harris@company.com,2026-05-01,ChatGPT Enterprise,o3,712659,14.01
ashley.harris@company.com,2026-05-01,Claude,claude-opus-4-1,594878,12.44
ashley.harris@company.com,2026-06-01,ChatGPT Enterprise,o3,588558,11.48
ashley.harris@company.com,2026-06-01,Claude,claude-sonnet-4-5,141841,3.29
william.white@company.com,2026-01-01,ChatGPT Enterprise,gpt-4o,542129,10.47
william.white@company.com,2026-01-01,Claude,claude-sonnet-4-5,728652,17.35
william.white@company.com,2026-02-01,ChatGPT Enterprise,o3,607822,14.35
william.white@company.com,2026-02-01,Claude,claude-sonnet-4-5,693957,15.42
william.white@company.com,2026-03-01,ChatGPT Enterprise,gpt-4o,532631,10.36
william.white@company.com,2026-03-01,Claude,claude-opus-4-1,354664,7.27
william.white@company.com,2026-04-01,ChatGPT Enterprise,o3,455870,8.65
william.white@company.com,2026-04-01,Claude,claude-opus-4-1,426616,10.82
william.white@company.com,2026-05-01,ChatGPT Enterprise,gpt-4o,493186,11.24
william.white@company.com,2026-05-01,Claude,claude-haiku-4-5,515924,10.75
william.white@company.com,2026-06-01,ChatGPT Enterprise,gpt-4.1,474047,9.59
william.white@company.com,2026-06-01,Claude,claude-haiku-4-5,359800,9.3
ashley.wilson@company.com,2026-01-01,GitHub Copilot,gpt-4o,623763,9.99
ashley.wilson@company.com,2026-01-01,Cursor,claude-sonnet-4-5,473453,9.43
ashley.wilson@company.com,2026-02-01,GitHub Copilot,claude-sonnet-4-5,217654,3.31
ashley.wilson@company.com,2026-02-01,Cursor,gpt-4o,464483,8.66
ashley.wilson@company.com,2026-03-01,GitHub Copilot,claude-sonnet-4-5,568306,8.4
ashley.wilson@company.com,2026-03-01,Cursor,claude-opus-4-1,637312,12.24
ashley.wilson@company.com,2026-05-01,GitHub Copilot,gpt-4o,635592,9.15
ashley.wilson@company.com,2026-05-01,Cursor,gpt-4o,282043,6.01
ashley.wilson@company.com,2026-06-01,GitHub Copilot,o3-mini,550680,8.92
ashley.wilson@company.com,2026-06-01,Cursor,gpt-4o,703682,13.32
donna.campbell@company.com,2026-04-01,Claude,claude-opus-4-1,466417,11.67
donna.campbell@company.com,2026-05-01,Claude,claude-haiku-4-5,492728,12.54
donna.campbell@company.com,2026-06-01,Claude,claude-haiku-4-5,444137,12.01
nancy.carter@company.com,2026-01-01,Claude,claude-sonnet-4-5,421378,10.02
nancy.carter@company.com,2026-01-01,ChatGPT Enterprise,o3,53132,1.14
nancy.carter@company.com,2026-01-01,Perplexity,sonar-pro,298553,5.9
nancy.carter@company.com,2026-02-01,Perplexity,sonar-pro,528882,10.16
nancy.carter@company.com,2026-03-01,Claude,claude-haiku-4-5,430055,10.81
nancy.carter@company.com,2026-03-01,ChatGPT Enterprise,gpt-4o,235269,5.56
nancy.carter@company.com,2026-03-01,Perplexity,sonar-reasoning,367433,6.96
nancy.carter@company.com,2026-04-01,Claude,claude-sonnet-4-5,506681,11.8
nancy.carter@company.com,2026-04-01,ChatGPT Enterprise,gpt-4o,548377,12.19
nancy.carter@company.com,2026-04-01,Perplexity,sonar-reasoning,636114,13.16
nancy.carter@company.com,2026-05-01,Claude,claude-haiku-4-5,319170,7.5
nancy.carter@company.com,2026-05-01,ChatGPT Enterprise,gpt-4.1,463171,9.81
nancy.carter@company.com,2026-05-01,Perplexity,sonar-reasoning,675705,11.65
nancy.carter@company.com,2026-06-01,Claude,claude-sonnet-4-5,373832,9.23
nancy.carter@company.com,2026-06-01,ChatGPT Enterprise,o3,5000,0.09
nancy.carter@company.com,2026-06-01,Perplexity,sonar-pro,473244,9.34
jason.scott@company.com,2026-01-01,Claude,claude-haiku-4-5,420311,10.12
jason.scott@company.com,2026-02-01,Claude,claude-sonnet-4-5,614041,13.14
jason.scott@company.com,2026-03-01,Claude,claude-sonnet-4-5,489640,10.89
jason.scott@company.com,2026-04-01,Claude,claude-haiku-4-5,704897,18.05
jason.scott@company.com,2026-05-01,Claude,claude-haiku-4-5,305418,7.78
joshua.zhang@company.com,2026-02-01,ChatGPT Enterprise,gpt-4o,593230,14.54
joshua.zhang@company.com,2026-03-01,ChatGPT Enterprise,gpt-4o,373437,9.13
joshua.zhang@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,679957,15.55
joshua.zhang@company.com,2026-06-01,ChatGPT Enterprise,gpt-4.1,339403,6.68
kenneth.khan@company.com,2026-01-01,Cursor,claude-sonnet-4-5,163614,3.73
kenneth.khan@company.com,2026-01-01,GitHub Copilot,claude-sonnet-4-5,5000,0.08
kenneth.khan@company.com,2026-01-01,ChatGPT Enterprise,o3,473078,9.9
kenneth.khan@company.com,2026-02-01,Cursor,claude-opus-4-1,350766,6.8
kenneth.khan@company.com,2026-02-01,ChatGPT Enterprise,gpt-4.1,516160,11.56
kenneth.khan@company.com,2026-03-01,Cursor,claude-sonnet-4-5,520787,10.61
kenneth.khan@company.com,2026-03-01,GitHub Copilot,claude-sonnet-4-5,451637,7.34
kenneth.khan@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,519386,10.02
kenneth.khan@company.com,2026-04-01,Cursor,gpt-4o,510429,10.68
kenneth.khan@company.com,2026-04-01,GitHub Copilot,gpt-4o,604011,10.39
kenneth.khan@company.com,2026-04-01,ChatGPT Enterprise,o3,311282,7.72
kenneth.khan@company.com,2026-05-01,Cursor,claude-sonnet-4-5,314415,6.77
kenneth.khan@company.com,2026-05-01,GitHub Copilot,gpt-4o,441213,6.86
kenneth.khan@company.com,2026-06-01,Cursor,gpt-4o,315959,6.69
kenneth.khan@company.com,2026-06-01,ChatGPT Enterprise,gpt-4o,304620,6.12
ahmed.muller@company.com,2026-01-01,Gemini,gemini-2.5-flash,707212,10.27
ahmed.muller@company.com,2026-01-01,Claude,claude-haiku-4-5,439025,10.8
ahmed.muller@company.com,2026-02-01,Claude,claude-opus-4-1,417102,9.11
ahmed.muller@company.com,2026-03-01,Gemini,gemini-2.5-flash,436881,5.91
ahmed.muller@company.com,2026-03-01,Claude,claude-haiku-4-5,430759,9.9
ahmed.muller@company.com,2026-04-01,Gemini,gemini-2.5-flash,470800,7.53
ahmed.muller@company.com,2026-05-01,Gemini,gemini-2.5-pro,624978,7.93
ahmed.muller@company.com,2026-05-01,Claude,claude-opus-4-1,186214,3.85
ahmed.muller@company.com,2026-06-01,Gemini,gemini-2.5-flash,344239,4.67
ahmed.muller@company.com,2026-06-01,Claude,claude-opus-4-1,382339,8.63
karen.walker@company.com,2026-01-01,Claude,claude-opus-4-1,295483,7.76
karen.walker@company.com,2026-01-01,Cursor,gpt-4o,705260,12.11
karen.walker@company.com,2026-01-01,ChatGPT Enterprise,o3,239914,4.84
karen.walker@company.com,2026-02-01,Claude,claude-sonnet-4-5,600453,16.4
karen.walker@company.com,2026-02-01,Cursor,claude-opus-4-1,542582,11.46
karen.walker@company.com,2026-02-01,ChatGPT Enterprise,gpt-4.1,724186,17.89
karen.walker@company.com,2026-03-01,Claude,claude-sonnet-4-5,841429,21.12
karen.walker@company.com,2026-03-01,Cursor,claude-opus-4-1,561046,10.58
karen.walker@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,108999,2.69
karen.walker@company.com,2026-04-01,Claude,claude-sonnet-4-5,320974,6.91
karen.walker@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,256947,5.01
karen.walker@company.com,2026-05-01,Claude,claude-haiku-4-5,604991,16.58
karen.walker@company.com,2026-05-01,Cursor,gpt-4o,479045,9.42
karen.walker@company.com,2026-05-01,ChatGPT Enterprise,gpt-4.1,581504,13.86
karen.walker@company.com,2026-06-01,Claude,claude-haiku-4-5,391367,9.72
karen.walker@company.com,2026-06-01,Cursor,claude-opus-4-1,465655,9.84
karen.walker@company.com,2026-06-01,ChatGPT Enterprise,gpt-4.1,579904,13.83
emily.young@company.com,2026-01-01,Gemini,gemini-2.5-flash,408820,6.33
emily.young@company.com,2026-05-01,Gemini,gemini-2.5-pro,280729,4.23
maria.baker@company.com,2026-01-01,Perplexity,sonar-reasoning,312455,6.28
maria.baker@company.com,2026-01-01,Cursor,claude-sonnet-4-5,115784,2.39
maria.baker@company.com,2026-01-01,ChatGPT Enterprise,gpt-4.1,354706,8.37
maria.baker@company.com,2026-02-01,Perplexity,sonar-pro,678442,12.29
maria.baker@company.com,2026-02-01,Cursor,claude-sonnet-4-5,547240,11.07
maria.baker@company.com,2026-02-01,ChatGPT Enterprise,gpt-4o,356098,7.97
maria.baker@company.com,2026-03-01,Perplexity,sonar-pro,521475,10.47
maria.baker@company.com,2026-03-01,Cursor,gpt-4o,630032,12.45
maria.baker@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,690583,17.03
maria.baker@company.com,2026-04-01,Perplexity,sonar-pro,315827,6.06
maria.baker@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,277712,5.79
maria.baker@company.com,2026-06-01,Perplexity,sonar-pro,398289,7.99
maria.baker@company.com,2026-06-01,ChatGPT Enterprise,gpt-4.1,718078,16.83
ingrid.anderson@company.com,2026-01-01,GitHub Copilot,o3-mini,273090,3.59
ingrid.anderson@company.com,2026-02-01,Claude,claude-haiku-4-5,369017,8.99
ingrid.anderson@company.com,2026-03-01,Claude,claude-haiku-4-5,381209,10.14
ingrid.anderson@company.com,2026-03-01,GitHub Copilot,gpt-4o,572761,8.38
ingrid.anderson@company.com,2026-04-01,Claude,claude-opus-4-1,706130,15.87
ingrid.anderson@company.com,2026-04-01,GitHub Copilot,gpt-4o,464678,7.53
ingrid.anderson@company.com,2026-06-01,Claude,claude-sonnet-4-5,446273,11.06
ingrid.anderson@company.com,2026-06-01,GitHub Copilot,gpt-4o,276510,4.04
cynthia.thomas@company.com,2026-02-01,Claude,claude-haiku-4-5,341631,7.65
cynthia.thomas@company.com,2026-02-01,GitHub Copilot,gpt-4o,547193,8.59
cynthia.thomas@company.com,2026-04-01,Claude,claude-haiku-4-5,480851,10.84
cynthia.thomas@company.com,2026-04-01,GitHub Copilot,gpt-4o,894308,12.05
cynthia.thomas@company.com,2026-05-01,Claude,claude-haiku-4-5,812363,20.05
cynthia.thomas@company.com,2026-05-01,GitHub Copilot,gpt-4o,742742,10.67
samantha.diallo@company.com,2026-01-01,Gemini,gemini-2.5-flash,387057,5.94
samantha.diallo@company.com,2026-01-01,Claude,claude-haiku-4-5,636411,13.54
samantha.diallo@company.com,2026-02-01,Gemini,gemini-2.5-flash,530564,7.48
samantha.diallo@company.com,2026-02-01,Claude,claude-haiku-4-5,668814,18.36
samantha.diallo@company.com,2026-03-01,Claude,claude-haiku-4-5,533760,14.48
samantha.diallo@company.com,2026-04-01,Gemini,gemini-2.5-flash,435713,6.33
samantha.diallo@company.com,2026-04-01,Claude,claude-haiku-4-5,685084,16.75
samantha.diallo@company.com,2026-05-01,Gemini,gemini-2.5-flash,583029,7.51
samantha.diallo@company.com,2026-05-01,Claude,claude-sonnet-4-5,101136,2.06
cynthia.lee@company.com,2026-01-01,GitHub Copilot,claude-sonnet-4-5,636103,9.07
cynthia.lee@company.com,2026-02-01,Perplexity,sonar-pro,448815,8.42
cynthia.lee@company.com,2026-02-01,GitHub Copilot,o3-mini,488578,7.34
cynthia.lee@company.com,2026-03-01,GitHub Copilot,o3-mini,300508,4.37
cynthia.lee@company.com,2026-04-01,Perplexity,sonar-pro,567500,11.51
cynthia.lee@company.com,2026-04-01,GitHub Copilot,o3-mini,770142,12.58
cynthia.lee@company.com,2026-05-01,Perplexity,sonar-reasoning,623934,10.68
cynthia.lee@company.com,2026-05-01,GitHub Copilot,o3-mini,309857,5.24
christopher.zhang@company.com,2026-01-01,Perplexity,sonar-reasoning,417089,7.68
christopher.zhang@company.com,2026-01-01,Cursor,gpt-4o,438110,7.62
christopher.zhang@company.com,2026-02-01,Perplexity,sonar-reasoning,701287,13.92
christopher.zhang@company.com,2026-02-01,Cursor,gpt-4o,424044,7.69
christopher.zhang@company.com,2026-03-01,Perplexity,sonar-reasoning,406610,6.29
christopher.zhang@company.com,2026-03-01,Cursor,gpt-4o,299713,6.67
christopher.zhang@company.com,2026-04-01,Perplexity,sonar-reasoning,482249,7.67
christopher.zhang@company.com,2026-04-01,Cursor,claude-sonnet-4-5,599289,13.47
christopher.zhang@company.com,2026-05-01,Cursor,claude-opus-4-1,543036,10.81
christopher.zhang@company.com,2026-06-01,Perplexity,sonar-reasoning,585207,9.41
christopher.zhang@company.com,2026-06-01,Cursor,claude-opus-4-1,407317,8.7
yuki.scott@company.com,2026-01-01,ChatGPT Enterprise,gpt-4.1,363947,7.08
yuki.scott@company.com,2026-03-01,ChatGPT Enterprise,o3,395867,8.76
yuki.scott@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,461431,10.94
yuki.scott@company.com,2026-05-01,ChatGPT Enterprise,gpt-4o,501167,10.43
patricia.sanchez@company.com,2026-01-01,Claude,claude-sonnet-4-5,585528,15.98
patricia.sanchez@company.com,2026-03-01,Claude,claude-opus-4-1,626993,14.07
patricia.sanchez@company.com,2026-05-01,Claude,claude-opus-4-1,668261,13.88
gregory.harris@company.com,2026-01-01,Claude,claude-sonnet-4-5,348807,8.61
gregory.harris@company.com,2026-02-01,Cursor,claude-opus-4-1,500391,9.85
gregory.harris@company.com,2026-02-01,Claude,claude-opus-4-1,566927,14.3
gregory.harris@company.com,2026-03-01,Cursor,gpt-4o,190783,3.89
gregory.harris@company.com,2026-04-01,Cursor,claude-sonnet-4-5,187175,3.98
gregory.harris@company.com,2026-04-01,Claude,claude-sonnet-4-5,525312,14.3
gregory.harris@company.com,2026-05-01,Cursor,gpt-4o,603335,12.79
gregory.harris@company.com,2026-05-01,Claude,claude-opus-4-1,356514,8.44
christopher.khan@company.com,2026-01-01,ChatGPT Enterprise,o3,532982,11.19
christopher.khan@company.com,2026-02-01,ChatGPT Enterprise,o3,329150,7.93
christopher.khan@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,587762,12.78
christopher.khan@company.com,2026-04-01,ChatGPT Enterprise,gpt-4o,515805,11.51
christopher.khan@company.com,2026-05-01,ChatGPT Enterprise,o3,521861,11.24
christopher.khan@company.com,2026-06-01,ChatGPT Enterprise,o3,717549,16
maria.zhang@company.com,2026-01-01,GitHub Copilot,gpt-4o,431042,7.12
maria.zhang@company.com,2026-02-01,GitHub Copilot,o3-mini,166657,2.54
maria.zhang@company.com,2026-03-01,GitHub Copilot,o3-mini,528241,8.67
maria.zhang@company.com,2026-04-01,GitHub Copilot,o3-mini,486582,7.62
susan.moore@company.com,2026-01-01,Claude,claude-sonnet-4-5,461768,10.93
susan.moore@company.com,2026-01-01,Gemini,gemini-2.5-flash,185544,2.36
susan.moore@company.com,2026-02-01,Claude,claude-haiku-4-5,524692,14.17
susan.moore@company.com,2026-02-01,Gemini,gemini-2.5-flash,188911,3.03
susan.moore@company.com,2026-03-01,Claude,claude-haiku-4-5,372493,8.39
susan.moore@company.com,2026-03-01,Gemini,gemini-2.5-pro,503246,5.99
susan.moore@company.com,2026-04-01,Claude,claude-sonnet-4-5,682075,15.07
susan.moore@company.com,2026-04-01,Gemini,gemini-2.5-flash,173904,2.53
susan.moore@company.com,2026-05-01,Claude,claude-opus-4-1,195291,4.65
susan.moore@company.com,2026-05-01,Gemini,gemini-2.5-flash,375794,5.8
susan.moore@company.com,2026-06-01,Claude,claude-opus-4-1,718022,15.34
cynthia.scott@company.com,2026-02-01,Claude,claude-opus-4-1,445715,12.22
cynthia.scott@company.com,2026-03-01,Claude,claude-opus-4-1,667777,18.1
cynthia.scott@company.com,2026-03-01,GitHub Copilot,o3-mini,277946,4.18
cynthia.scott@company.com,2026-04-01,Claude,claude-opus-4-1,478741,9.79
cynthia.scott@company.com,2026-04-01,GitHub Copilot,claude-sonnet-4-5,637103,8.8
cynthia.scott@company.com,2026-05-01,Claude,claude-haiku-4-5,408339,8.44
cynthia.scott@company.com,2026-05-01,GitHub Copilot,o3-mini,428324,5.68
cynthia.scott@company.com,2026-06-01,Claude,claude-sonnet-4-5,422671,11.24
cynthia.scott@company.com,2026-06-01,GitHub Copilot,o3-mini,231630,3.44
donald.davis@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,675011,16.18
donald.davis@company.com,2026-05-01,ChatGPT Enterprise,o3,570192,12.37
donald.davis@company.com,2026-06-01,ChatGPT Enterprise,o3,47474,1.14
kevin.green@company.com,2026-01-01,Perplexity,sonar-reasoning,667955,12.84
kevin.green@company.com,2026-01-01,Cursor,claude-sonnet-4-5,287354,5.87
kevin.green@company.com,2026-02-01,Claude,claude-haiku-4-5,278319,6.93
kevin.green@company.com,2026-02-01,Perplexity,sonar-pro,500318,9.77
kevin.green@company.com,2026-02-01,Cursor,claude-opus-4-1,501483,9.37
kevin.green@company.com,2026-03-01,Cursor,claude-opus-4-1,431707,8.3
kevin.green@company.com,2026-04-01,Claude,claude-sonnet-4-5,186539,4.46
kevin.green@company.com,2026-04-01,Perplexity,sonar-pro,408361,6.57
kevin.green@company.com,2026-04-01,Cursor,claude-sonnet-4-5,513088,11.3
kevin.green@company.com,2026-05-01,Claude,claude-opus-4-1,464669,11.61
kevin.green@company.com,2026-05-01,Perplexity,sonar-reasoning,643335,10.03
kevin.green@company.com,2026-05-01,Cursor,claude-sonnet-4-5,640180,12.71
kevin.green@company.com,2026-06-01,Claude,claude-haiku-4-5,515144,11.38
kevin.green@company.com,2026-06-01,Perplexity,sonar-reasoning,350472,7.01
diane.lee@company.com,2026-01-01,Cursor,claude-opus-4-1,466026,8.81
diane.lee@company.com,2026-02-01,Cursor,claude-sonnet-4-5,672886,15.3
diane.lee@company.com,2026-03-01,Cursor,gpt-4o,323261,6.15
diane.lee@company.com,2026-05-01,Cursor,claude-opus-4-1,448326,9.21
diane.lee@company.com,2026-06-01,Cursor,claude-opus-4-1,156937,3.6
michelle.wilson@company.com,2026-04-01,GitHub Copilot,claude-sonnet-4-5,330542,4.64
luca.thompson@company.com,2026-01-01,Perplexity,sonar-pro,492210,10.06
luca.thompson@company.com,2026-01-01,ChatGPT Enterprise,gpt-4.1,523840,11.89
luca.thompson@company.com,2026-01-01,Claude,claude-haiku-4-5,429946,10.52
luca.thompson@company.com,2026-02-01,Perplexity,sonar-pro,445768,9.07
luca.thompson@company.com,2026-02-01,ChatGPT Enterprise,o3,651868,15.5
luca.thompson@company.com,2026-02-01,Claude,claude-haiku-4-5,469823,10.13
luca.thompson@company.com,2026-04-01,Perplexity,sonar-reasoning,292129,6.04
luca.thompson@company.com,2026-04-01,ChatGPT Enterprise,o3,479868,12.08
luca.thompson@company.com,2026-04-01,Claude,claude-opus-4-1,511388,11.09
luca.thompson@company.com,2026-05-01,ChatGPT Enterprise,gpt-4o,385638,8.34
luca.thompson@company.com,2026-05-01,Claude,claude-sonnet-4-5,393996,8.24
luca.thompson@company.com,2026-06-01,Perplexity,sonar-reasoning,659764,12.42
lisa.miller@company.com,2026-01-01,ChatGPT Enterprise,o3,474847,11.71
lisa.miller@company.com,2026-02-01,ChatGPT Enterprise,o3,268624,6.31
lisa.miller@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,475070,11.45
lisa.miller@company.com,2026-05-01,ChatGPT Enterprise,o3,373467,7.12
lisa.miller@company.com,2026-06-01,ChatGPT Enterprise,o3,582354,12.94
katherine.king@company.com,2026-02-01,Gemini,gemini-2.5-pro,472686,6.39
katherine.king@company.com,2026-03-01,Gemini,gemini-2.5-pro,495666,7.21
katherine.king@company.com,2026-05-01,Gemini,gemini-2.5-pro,489780,7.88
katherine.king@company.com,2026-06-01,Gemini,gemini-2.5-flash,459075,6.43
ingrid.gonzalez@company.com,2026-01-01,Claude,claude-sonnet-4-5,509491,13.28
ingrid.gonzalez@company.com,2026-03-01,Claude,claude-haiku-4-5,464101,11.22
ingrid.gonzalez@company.com,2026-04-01,Claude,claude-haiku-4-5,590492,15.98
ingrid.gonzalez@company.com,2026-06-01,Claude,claude-opus-4-1,640722,17.26
fatima.haddad@company.com,2026-01-01,Perplexity,sonar-pro,703708,14.2
fatima.haddad@company.com,2026-01-01,Claude,claude-sonnet-4-5,472961,11.2
fatima.haddad@company.com,2026-02-01,Perplexity,sonar-pro,632354,11.78
fatima.haddad@company.com,2026-03-01,Perplexity,sonar-reasoning,609103,10.39
fatima.haddad@company.com,2026-03-01,Claude,claude-haiku-4-5,297980,8.15
fatima.haddad@company.com,2026-04-01,Claude,claude-sonnet-4-5,404916,8.61
fatima.haddad@company.com,2026-05-01,Perplexity,sonar-reasoning,267353,5.43
jacob.martinez@company.com,2026-01-01,Perplexity,sonar-pro,386299,5.94
jacob.martinez@company.com,2026-01-01,Claude,claude-sonnet-4-5,860477,21.93
jacob.martinez@company.com,2026-02-01,Perplexity,sonar-reasoning,468644,8.92
jacob.martinez@company.com,2026-02-01,Claude,claude-haiku-4-5,424150,9.38
jacob.martinez@company.com,2026-03-01,Perplexity,sonar-pro,645246,12.37
jacob.martinez@company.com,2026-03-01,Claude,claude-sonnet-4-5,230730,5.28
jacob.martinez@company.com,2026-05-01,Claude,claude-sonnet-4-5,224607,5.58
jacob.martinez@company.com,2026-06-01,Perplexity,sonar-pro,203749,3.35
stephanie.carter@company.com,2026-02-01,GitHub Copilot,o3-mini,506318,6.86
stephanie.carter@company.com,2026-04-01,GitHub Copilot,o3-mini,447835,7.5
amanda.scott@company.com,2026-01-01,Gemini,gemini-2.5-pro,699308,9.75
amanda.scott@company.com,2026-02-01,Gemini,gemini-2.5-flash,316482,4.03
amanda.scott@company.com,2026-03-01,Gemini,gemini-2.5-pro,362047,4.8
amanda.scott@company.com,2026-05-01,Gemini,gemini-2.5-flash,504587,7.24
ryan.jackson@company.com,2026-01-01,Gemini,gemini-2.5-flash,405624,5.13
ryan.jackson@company.com,2026-01-01,Claude,claude-opus-4-1,402026,11.03
ryan.jackson@company.com,2026-01-01,GitHub Copilot,gpt-4o,200038,2.58
ryan.jackson@company.com,2026-02-01,Gemini,gemini-2.5-pro,568869,7.18
ryan.jackson@company.com,2026-02-01,Claude,claude-opus-4-1,289910,7.17
ryan.jackson@company.com,2026-02-01,GitHub Copilot,claude-sonnet-4-5,823958,12.65
ryan.jackson@company.com,2026-03-01,Gemini,gemini-2.5-flash,335624,5.2
ryan.jackson@company.com,2026-03-01,Claude,claude-sonnet-4-5,162364,3.64
ryan.jackson@company.com,2026-03-01,GitHub Copilot,claude-sonnet-4-5,263427,4.39
ryan.jackson@company.com,2026-04-01,Gemini,gemini-2.5-pro,637400,7.98
ryan.jackson@company.com,2026-04-01,Claude,claude-sonnet-4-5,298549,6.99
ryan.jackson@company.com,2026-05-01,Gemini,gemini-2.5-pro,289036,4.42
ryan.jackson@company.com,2026-05-01,Claude,claude-sonnet-4-5,531128,12.57
ryan.jackson@company.com,2026-05-01,GitHub Copilot,claude-sonnet-4-5,455351,6.64
ryan.jackson@company.com,2026-06-01,Gemini,gemini-2.5-pro,173363,2.53
ryan.jackson@company.com,2026-06-01,GitHub Copilot,o3-mini,555038,8.5
noor.carter@company.com,2026-01-01,Perplexity,sonar-reasoning,619734,12.06
noor.carter@company.com,2026-01-01,ChatGPT Enterprise,o3,594942,13.59
noor.carter@company.com,2026-02-01,ChatGPT Enterprise,o3,784628,19.3
noor.carter@company.com,2026-03-01,ChatGPT Enterprise,o3,370532,8.34
noor.carter@company.com,2026-04-01,Perplexity,sonar-reasoning,215227,4.15
noor.carter@company.com,2026-05-01,Perplexity,sonar-pro,581645,10.84
noor.carter@company.com,2026-05-01,ChatGPT Enterprise,gpt-4o,560260,12.87
noor.carter@company.com,2026-06-01,Perplexity,sonar-pro,554876,10.11
noor.carter@company.com,2026-06-01,ChatGPT Enterprise,gpt-4.1,574219,14.3
margaret.martinez@company.com,2026-01-01,Claude,claude-sonnet-4-5,456071,10.36
margaret.martinez@company.com,2026-01-01,ChatGPT Enterprise,gpt-4.1,145566,3.38
margaret.martinez@company.com,2026-01-01,Cursor,claude-sonnet-4-5,312245,6.25
margaret.martinez@company.com,2026-02-01,Claude,claude-haiku-4-5,591591,14.96
margaret.martinez@company.com,2026-02-01,ChatGPT Enterprise,o3,285311,6.6
margaret.martinez@company.com,2026-02-01,Cursor,claude-sonnet-4-5,501256,9.09
margaret.martinez@company.com,2026-03-01,ChatGPT Enterprise,gpt-4o,342330,6.65
margaret.martinez@company.com,2026-03-01,Cursor,claude-opus-4-1,887886,15.88
margaret.martinez@company.com,2026-04-01,Claude,claude-haiku-4-5,634953,16.07
margaret.martinez@company.com,2026-04-01,ChatGPT Enterprise,o3,476548,10
margaret.martinez@company.com,2026-04-01,Cursor,claude-opus-4-1,565471,9.69
margaret.martinez@company.com,2026-05-01,Claude,claude-haiku-4-5,465681,11.66
margaret.martinez@company.com,2026-05-01,ChatGPT Enterprise,o3,273366,5.99
margaret.martinez@company.com,2026-05-01,Cursor,claude-opus-4-1,187401,4.13
